customer_id,transaction_id,purchase_date,channel,campaign_id,product_category,base_value,discount_code,discount_percentage,discount_amount,final_value
CUST_0333,TXN_00027,2026-06-22,Direct,CAMP_SEASONAL,Beauty,226.17,NONE,0.0,0.0,226.17
CUST_0374,TXN_00028,2026-07-25,Direct,CAMP_LOYALTY,Beauty,99.45,WELCOME10,0.1,9.94,89.51
CUST_0291,TXN_00029,2026-07-17,Email,CAMP_SEASONAL,Home,113.37,FLASH25,0.25,28.34,85.03
CUST_0093,TXN_00030,2026-06-14,Organic,CAMP_CART,Electronics,88.67,CART20,0.2,17.73,70.94
CUST_0264,TXN_00031,2026-08-19,Social,CAMP_SEASONAL,Beauty,144.02,NONE,0.0,0.0,144.02
CUST_0284,TXN_00032,2026-07-03,Email,CAMP_WELCOME,Home,144.32,FLASH25,0.25,36.08,108.24
CUST_0113,TXN_00033,2026-07-29,Organic,CAMP_CART,Home,55.86,NONE,0.0,0.0,55.86
CUST_0242,TXN_00034,2026-06-20,Organic,CAMP_FLASH,Beauty,92.34,NONE,0.0,0.0,92.34
CUST_0138,TXN_00035,2026-08-14,Social,CAMP_FLASH,Electronics,123.36,LOYALTY15,0.15,18.5,104.86
CUST_0380,TXN_00036,2026-06-29,Organic,CAMP_CART,Sports,49.14,LOYALTY15,0.15,7.37,41.77
CUST_0305,TXN_00037,2026-08-17,Social,CAMP_FLASH,Fashion,119.17,NONE,0.0,0.0,119.17
CUST_0184,TXN_00038,2026-08-24,Email,CAMP_CART,Home,143.98,CART20,0.2,28.8,115.18
CUST_0357,TXN_00039,2026-06-09,Direct,CAMP_WELCOME,Electronics,148.39,NONE,0.0,0.0,148.39
CUST_0293,TXN_00040,2026-07-28,Direct,CAMP_WELCOME,Electronics,126.56,WELCOME10,0.1,12.66,113.9
CUST_0205,TXN_00041,2026-06-17,Email,CAMP_LOYALTY,Fashion,201.32,NONE,0.0,0.0,201.32
CUST_0288,TXN_00042,2026-07-07,PPC,CAMP_CART,Sports,162.03,SEASONAL30,0.3,48.61,113.42
CUST_0115,TXN_00043,2026-07-12,Direct,CAMP_SEASONAL,Home,132.71,NONE,0.0,0.0,132.71
CUST_0301,TXN_00044,2026-08-17,Social,CAMP_LOYALTY,Home,186.86,SEASONAL30,0.3,56.06,130.8
CUST_0338,TXN_00045,2026-08-07,PPC,CAMP_WELCOME,Fashion,137.06,LOYALTY15,0.15,20.56,116.5
CUST_0001,TXN_00046,2026-08-25,Social,CAMP_FLASH,Home,69.41,NONE,0.0,0.0,69.41
CUST_0359,TXN_00047,2026-08-20,Social,CAMP_FLASH,Sports,185.72,NONE,0.0,0.0,185.72
CUST_0338,TXN_00048,2026-06-08,Social,CAMP_FLASH,Fashion,152.13,LOYALTY15,0.15,22.82,129.31
CUST_0036,TXN_00049,2026-06-14,PPC,CAMP_FLASH,Beauty,105.56,CART20,0.2,21.11,84.45
CUST_0063,TXN_00050,2026-06-26,PPC,CAMP_SEASONAL,Beauty,94.07,CART20,0.2,18.81,75.26
CUST_0041,TXN_00051,2026-07-05,Organic,CAMP_CART,Home,149.15,NONE,0.0,0.0,149.15
CUST_0013,TXN_00052,2026-06-17,PPC,CAMP_WELCOME,Home,258.09,NONE,0.0,0.0,258.09
CUST_0295,TXN_00053,2026-06-30,PPC,CAMP_SEASONAL,Home,216.33,LOYALTY15,0.15,32.45,183.88
CUST_0092,TXN_00054,2026-06-30,Organic,CAMP_SEASONAL,Home,198.84,WELCOME10,0.1,19.88,178.96
CUST_0164,TXN_00055,2026-08-09,Organic,CAMP_SEASONAL,Beauty,138.87,NONE,0.0,0.0,138.87
CUST_0147,TXN_00056,2026-07-02,Email,CAMP_FLASH,Home,110.96,WELCOME10,0.1,11.1,99.86
CUST_0165,TXN_00057,2026-06-25,Email,CAMP_CART,Beauty,92.55,FLASH25,0.25,23.14,69.41
CUST_0211,TXN_00058,2026-06-10,Direct,CAMP_WELCOME,Fashion,202.67,FLASH25,0.25,50.67,152.0
CUST_0136,TXN_00059,2026-07-24,Direct,CAMP_SEASONAL,Electronics,162.21,NONE,0.0,0.0,162.21
CUST_0014,TXN_00060,2026-07-21,PPC,CAMP_WELCOME,Sports,214.29,LOYALTY15,0.15,32.14,182.15
CUST_0208,TXN_00061,2026-07-01,Email,CAMP_LOYALTY,Beauty,127.35,WELCOME10,0.1,12.73,114.62
CUST_0366,TXN_00062,2026-06-30,Social,CAMP_SEASONAL,Sports,117.64,FLASH25,0.25,29.41,88.23
CUST_0074,TXN_00063,2026-06-25,Social,CAMP_WELCOME,Home,223.03,SEASONAL30,0.3,66.91,156.12
CUST_0395,TXN_00064,2026-06-26,Organic,CAMP_WELCOME,Home,154.16,NONE,0.0,0.0,154.16
CUST_0371,TXN_00065,2026-06-16,Direct,CAMP_LOYALTY,Beauty,84.84,SEASONAL30,0.3,25.45,59.39
CUST_0275,TXN_00066,2026-07-12,Direct,CAMP_FLASH,Fashion,90.79,NONE,0.0,0.0,90.79
CUST_0357,TXN_00067,2026-07-31,Direct,CAMP_WELCOME,Home,144.86,FLASH25,0.25,36.21,108.65
CUST_0381,TXN_00068,2026-06-27,Email,CAMP_LOYALTY,Sports,20.08,LOYALTY15,0.15,3.01,17.07
CUST_0302,TXN_00069,2026-07-04,Email,CAMP_CART,Beauty,160.56,WELCOME10,0.1,16.06,144.5
CUST_0007,TXN_00070,2026-08-10,Email,CAMP_SEASONAL,Home,130.27,NONE,0.0,0.0,130.27
CUST_0173,TXN_00071,2026-06-07,Email,CAMP_FLASH,Sports,84.35,FLASH25,0.25,21.09,63.26
CUST_0194,TXN_00072,2026-06-28,PPC,CAMP_WELCOME,Sports,214.04,NONE,0.0,0.0,214.04
CUST_0035,TXN_00073,2026-07-31,Email,CAMP_SEASONAL,Electronics,118.06,CART20,0.2,23.61,94.45
CUST_0389,TXN_00074,2026-08-26,Email,CAMP_FLASH,Electronics,65.51,CART20,0.2,13.1,52.41
CUST_0150,TXN_00075,2026-08-11,Social,CAMP_CART,Beauty,56.84,FLASH25,0.25,14.21,42.63
CUST_0289,TXN_00076,2026-07-12,PPC,CAMP_LOYALTY,Beauty,125.6,SEASONAL30,0.3,37.68,87.92
CUST_0298,TXN_00077,2026-06-09,Organic,CAMP_SEASONAL,Home,108.48,FLASH25,0.25,27.12,81.36
CUST_0341,TXN_00078,2026-06-04,PPC,CAMP_LOYALTY,Electronics,239.22,NONE,0.0,0.0,239.22
CUST_0226,TXN_00079,2026-06-15,Organic,CAMP_SEASONAL,Home,145.87,NONE,0.0,0.0,145.87
CUST_0233,TXN_00080,2026-08-16,Social,CAMP_SEASONAL,Sports,160.66,FLASH25,0.25,40.17,120.49
CUST_0183,TXN_00081,2026-06-01,Organic,CAMP_WELCOME,Beauty,109.72,NONE,0.0,0.0,109.72
CUST_0140,TXN_00082,2026-08-23,PPC,CAMP_SEASONAL,Home,249.94,NONE,0.0,0.0,249.94
CUST_0397,TXN_00083,2026-06-13,Organic,CAMP_LOYALTY,Fashion,145.6,NONE,0.0,0.0,145.6
CUST_0317,TXN_00084,2026-06-10,Email,CAMP_WELCOME,Home,139.64,LOYALTY15,0.15,20.95,118.69
CUST_0225,TXN_00085,2026-08-13,Email,CAMP_FLASH,Home,232.32,CART20,0.2,46.46,185.86
CUST_0382,TXN_00086,2026-07-14,PPC,CAMP_CART,Home,108.24,NONE,0.0,0.0,108.24
CUST_0084,TXN_00087,2026-07-23,Organic,CAMP_WELCOME,Beauty,158.64,FLASH25,0.25,39.66,118.98
CUST_0038,TXN_00088,2026-06-04,Direct,CAMP_CART,Home,230.84,NONE,0.0,0.0,230.84
CUST_0046,TXN_00089,2026-08-28,Organic,CAMP_CART,Electronics,250.88,NONE,0.0,0.0,250.88
CUST_0232,TXN_00090,2026-06-09,Organic,CAMP_WELCOME,Fashion,77.99,FLASH25,0.25,19.5,58.49
CUST_0241,TXN_00091,2026-07-19,PPC,CAMP_LOYALTY,Electronics,207.22,SEASONAL30,0.3,62.17,145.05
CUST_0325,TXN_00092,2026-08-15,Social,CAMP_WELCOME,Electronics,193.94,FLASH25,0.25,48.49,145.45
CUST_0155,TXN_00093,2026-08-15,Email,CAMP_LOYALTY,Sports,32.22,NONE,0.0,0.0,32.22
CUST_0069,TXN_00094,2026-06-01,PPC,CAMP_SEASONAL,Sports,99.48,NONE,0.0,0.0,99.48
CUST_0380,TXN_00095,2026-06-07,Email,CAMP_SEASONAL,Sports,174.11,FLASH25,0.25,43.53,130.58
CUST_0208,TXN_00096,2026-08-02,Direct,CAMP_SEASONAL,Fashion,181.33,NONE,0.0,0.0,181.33
CUST_0185,TXN_00097,2026-06-21,Organic,CAMP_WELCOME,Beauty,123.35,CART20,0.2,24.67,98.68
CUST_0141,TXN_00098,2026-07-02,Email,CAMP_LOYALTY,Sports,150.37,NONE,0.0,0.0,150.37
CUST_0010,TXN_00099,2026-07-29,Social,CAMP_CART,Fashion,166.09,CART20,0.2,33.22,132.87
CUST_0035,TXN_00100,2026-07-18,Social,CAMP_CART,Electronics,173.61,LOYALTY15,0.15,26.04,147.57
CUST_0141,TXN_00101,2026-08-11,Social,CAMP_CART,Home,78.7,NONE,0.0,0.0,78.7
CUST_0089,TXN_00102,2026-07-30,PPC,CAMP_FLASH,Electronics,225.07,CART20,0.2,45.01,180.06
CUST_0089,TXN_00103,2026-08-13,Direct,CAMP_CART,Electronics,210.31,NONE,0.0,0.0,210.31
CUST_0381,TXN_00104,2026-08-16,Direct,CAMP_CART,Fashion,195.26,SEASONAL30,0.3,58.58,136.68
CUST_0314,TXN_00105,2026-07-22,Direct,CAMP_WELCOME,Electronics,163.32,SEASONAL30,0.3,49.0,114.32
CUST_0245,TXN_00106,2026-08-20,Email,CAMP_FLASH,Sports,173.28,FLASH25,0.25,43.32,129.96
CUST_0075,TXN_00107,2026-06-11,PPC,CAMP_CART,Home,92.52,CART20,0.2,18.5,74.02
CUST_0195,TXN_00108,2026-06-13,Direct,CAMP_WELCOME,Electronics,207.6,NONE,0.0,0.0,207.6
CUST_0335,TXN_00109,2026-06-20,Social,CAMP_SEASONAL,Beauty,137.72,NONE,0.0,0.0,137.72
CUST_0116,TXN_00110,2026-07-20,Direct,CAMP_FLASH,Home,51.65,WELCOME10,0.1,5.17,46.48
CUST_0191,TXN_00111,2026-06-03,Direct,CAMP_WELCOME,Electronics,193.14,NONE,0.0,0.0,193.14
CUST_0043,TXN_00112,2026-08-13,PPC,CAMP_WELCOME,Sports,160.65,NONE,0.0,0.0,160.65
CUST_0287,TXN_00113,2026-06-05,Email,CAMP_SEASONAL,Home,153.7,NONE,0.0,0.0,153.7
CUST_0340,TXN_00114,2026-08-23,Organic,CAMP_CART,Home,193.77,NONE,0.0,0.0,193.77
CUST_0180,TXN_00115,2026-08-02,Social,CAMP_SEASONAL,Fashion,119.15,SEASONAL30,0.3,35.74,83.41
CUST_0055,TXN_00116,2026-06-17,Social,CAMP_SEASONAL,Sports,98.75,CART20,0.2,19.75,79.0
CUST_0392,TXN_00117,2026-06-12,PPC,CAMP_WELCOME,Sports,196.69,NONE,0.0,0.0,196.69
CUST_0336,TXN_00118,2026-07-17,Organic,CAMP_WELCOME,Fashion,160.78,CART20,0.2,32.16,128.62
CUST_0073,TXN_00119,2026-08-21,Social,CAMP_WELCOME,Electronics,101.9,FLASH25,0.25,25.48,76.42
CUST_0382,TXN_00120,2026-07-13,Organic,CAMP_FLASH,Sports,87.54,LOYALTY15,0.15,13.13,74.41
CUST_0305,TXN_00121,2026-08-10,Social,CAMP_CART,Electronics,129.83,WELCOME10,0.1,12.98,116.85
CUST_0345,TXN_00122,2026-06-13,Direct,CAMP_SEASONAL,Home,191.86,NONE,0.0,0.0,191.86
CUST_0110,TXN_00123,2026-08-15,Organic,CAMP_SEASONAL,Electronics,169.19,NONE,0.0,0.0,169.19
CUST_0145,TXN_00124,2026-07-21,Email,CAMP_LOYALTY,Beauty,107.85,NONE,0.0,0.0,107.85
CUST_0306,TXN_00125,2026-07-22,Social,CAMP_LOYALTY,Home,73.62,LOYALTY15,0.15,11.04,62.58
CUST_0148,TXN_00126,2026-08-07,Social,CAMP_SEASONAL,Sports,136.77,NONE,0.0,0.0,136.77
CUST_0360,TXN_00127,2026-06-05,Organic,CAMP_WELCOME,Beauty,146.04,SEASONAL30,0.3,43.81,102.23
CUST_0379,TXN_00128,2026-07-20,PPC,CAMP_SEASONAL,Sports,150.32,NONE,0.0,0.0,150.32
CUST_0207,TXN_00129,2026-07-07,Organic,CAMP_WELCOME,Beauty,142.81,NONE,0.0,0.0,142.81
CUST_0010,TXN_00130,2026-07-02,Organic,CAMP_WELCOME,Beauty,173.02,NONE,0.0,0.0,173.02
CUST_0054,TXN_00131,2026-07-09,PPC,CAMP_WELCOME,Beauty,132.88,SEASONAL30,0.3,39.86,93.02
CUST_0158,TXN_00132,2026-08-20,PPC,CAMP_WELCOME,Sports,138.97,NONE,0.0,0.0,138.97
CUST_0261,TXN_00133,2026-07-16,Social,CAMP_LOYALTY,Electronics,101.09,CART20,0.2,20.22,80.87
CUST_0074,TXN_00134,2026-08-07,Direct,CAMP_SEASONAL,Sports,138.73,WELCOME10,0.1,13.87,124.86
CUST_0389,TXN_00135,2026-06-08,PPC,CAMP_FLASH,Home,173.93,SEASONAL30,0.3,52.18,121.75
CUST_0077,TXN_00136,2026-06-15,Email,CAMP_FLASH,Sports,82.5,CART20,0.2,16.5,66.0
CUST_0037,TXN_00137,2026-08-25,Email,CAMP_FLASH,Home,162.86,FLASH25,0.25,40.72,122.14
CUST_0039,TXN_00138,2026-06-26,Direct,CAMP_SEASONAL,Sports,46.96,SEASONAL30,0.3,14.09,32.87
CUST_0283,TXN_00139,2026-08-24,Direct,CAMP_CART,Fashion,20.57,NONE,0.0,0.0,20.57
CUST_0164,TXN_00140,2026-07-03,Email,CAMP_FLASH,Electronics,88.73,NONE,0.0,0.0,88.73
CUST_0258,TXN_00141,2026-07-29,Direct,CAMP_SEASONAL,Sports,100.23,WELCOME10,0.1,10.02,90.21
CUST_0267,TXN_00142,2026-07-11,Direct,CAMP_FLASH,Sports,99.65,NONE,0.0,0.0,99.65
CUST_0026,TXN_00143,2026-06-08,Organic,CAMP_WELCOME,Home,106.7,NONE,0.0,0.0,106.7
CUST_0048,TXN_00144,2026-08-10,Organic,CAMP_WELCOME,Sports,89.19,SEASONAL30,0.3,26.76,62.43
CUST_0339,TXN_00145,2026-07-21,Direct,CAMP_LOYALTY,Sports,120.63,CART20,0.2,24.13,96.5
CUST_0362,TXN_00146,2026-08-13,PPC,CAMP_WELCOME,Beauty,183.8,CART20,0.2,36.76,147.04
CUST_0260,TXN_00147,2026-07-21,Social,CAMP_LOYALTY,Home,122.02,CART20,0.2,24.4,97.62
CUST_0392,TXN_00148,2026-07-23,Email,CAMP_CART,Sports,100.72,WELCOME10,0.1,10.07,90.65
CUST_0378,TXN_00149,2026-08-25,Organic,CAMP_CART,Fashion,143.4,NONE,0.0,0.0,143.4
CUST_0305,TXN_00150,2026-06-11,Social,CAMP_SEASONAL,Electronics,116.61,NONE,0.0,0.0,116.61
CUST_0210,TXN_00151,2026-07-04,PPC,CAMP_FLASH,Beauty,162.89,LOYALTY15,0.15,24.43,138.46
CUST_0119,TXN_00152,2026-06-30,Social,CAMP_FLASH,Sports,93.75,NONE,0.0,0.0,93.75
CUST_0225,TXN_00153,2026-07-12,PPC,CAMP_CART,Beauty,129.96,CART20,0.2,25.99,103.97
CUST_0082,TXN_00154,2026-08-23,Direct,CAMP_FLASH,Sports,180.34,CART20,0.2,36.07,144.27
CUST_0052,TXN_00155,2026-06-24,Email,CAMP_FLASH,Electronics,49.73,NONE,0.0,0.0,49.73
CUST_0390,TXN_00156,2026-07-05,Email,CAMP_LOYALTY,Beauty,172.09,NONE,0.0,0.0,172.09
CUST_0178,TXN_00157,2026-07-07,Email,CAMP_SEASONAL,Sports,190.79,NONE,0.0,0.0,190.79
CUST_0191,TXN_00158,2026-07-20,Email,CAMP_FLASH,Fashion,155.84,WELCOME10,0.1,15.58,140.26
CUST_0070,TXN_00159,2026-06-01,Social,CAMP_SEASONAL,Beauty,316.79,FLASH25,0.25,79.2,237.59
CUST_0315,TXN_00160,2026-06-20,PPC,CAMP_CART,Beauty,162.33,LOYALTY15,0.15,24.35,137.98
CUST_0056,TXN_00161,2026-07-30,Organic,CAMP_WELCOME,Electronics,140.74,NONE,0.0,0.0,140.74
CUST_0122,TXN_00162,2026-06-27,PPC,CAMP_CART,Electronics,54.39,WELCOME10,0.1,5.44,48.95
CUST_0323,TXN_00163,2026-07-30,Social,CAMP_FLASH,Beauty,187.19,NONE,0.0,0.0,187.19
CUST_0000,TXN_00164,2026-06-23,Organic,CAMP_WELCOME,Sports,109.36,WELCOME10,0.1,10.94,98.42
CUST_0278,TXN_00165,2026-06-20,Email,CAMP_SEASONAL,Beauty,113.05,SEASONAL30,0.3,33.92,79.13
CUST_0022,TXN_00166,2026-07-15,Email,CAMP_FLASH,Fashion,38.06,WELCOME10,0.1,3.81,34.25
CUST_0375,TXN_00167,2026-08-16,PPC,CAMP_FLASH,Fashion,23.39,NONE,0.0,0.0,23.39
CUST_0022,TXN_00168,2026-06-01,Direct,CAMP_LOYALTY,Fashion,110.03,FLASH25,0.25,27.51,82.52
CUST_0032,TXN_00169,2026-07-02,Email,CAMP_FLASH,Fashion,180.03,NONE,0.0,0.0,180.03
CUST_0022,TXN_00170,2026-06-25,Direct,CAMP_CART,Beauty,169.27,CART20,0.2,33.85,135.42
CUST_0129,TXN_00171,2026-07-24,Organic,CAMP_WELCOME,Home,29.23,LOYALTY15,0.15,4.38,24.85
CUST_0139,TXN_00172,2026-07-04,Direct,CAMP_FLASH,Fashion,177.38,NONE,0.0,0.0,177.38
CUST_0254,TXN_00173,2026-07-13,PPC,CAMP_FLASH,Electronics,177.13,NONE,0.0,0.0,177.13
CUST_0372,TXN_00174,2026-08-06,PPC,CAMP_FLASH,Home,88.07,NONE,0.0,0.0,88.07
CUST_0052,TXN_00175,2026-07-21,Direct,CAMP_CART,Beauty,166.66,CART20,0.2,33.33,133.33
CUST_0085,TXN_00176,2026-06-12,Direct,CAMP_FLASH,Electronics,121.08,CART20,0.2,24.22,96.86
CUST_0038,TXN_00177,2026-07-09,Organic,CAMP_CART,Fashion,92.43,NONE,0.0,0.0,92.43
CUST_0015,TXN_00178,2026-08-25,Social,CAMP_WELCOME,Fashion,186.93,NONE,0.0,0.0,186.93
CUST_0398,TXN_00179,2026-07-11,PPC,CAMP_WELCOME,Sports,198.79,CART20,0.2,39.76,159.03
CUST_0078,TXN_00180,2026-06-17,Social,CAMP_CART,Home,82.19,WELCOME10,0.1,8.22,73.97
CUST_0203,TXN_00181,2026-07-25,Social,CAMP_WELCOME,Electronics,20,NONE,0.0,0.0,20.0
CUST_0376,TXN_00182,2026-08-14,Organic,CAMP_FLASH,Beauty,165.98,NONE,0.0,0.0,165.98
CUST_0109,TXN_00183,2026-07-24,Direct,CAMP_LOYALTY,Electronics,201.13,NONE,0.0,0.0,201.13
CUST_0069,TXN_00184,2026-07-04,Email,CAMP_FLASH,Home,176.32,NONE,0.0,0.0,176.32
CUST_0363,TXN_00185,2026-07-23,Organic,CAMP_LOYALTY,Fashion,91.83,SEASONAL30,0.3,27.55,64.28
CUST_0185,TXN_00186,2026-07-30,Direct,CAMP_WELCOME,Home,112.06,LOYALTY15,0.15,16.81,95.25
CUST_0283,TXN_00187,2026-06-20,Social,CAMP_CART,Electronics,138.46,FLASH25,0.25,34.62,103.84
CUST_0033,TXN_00188,2026-06-23,Direct,CAMP_SEASONAL,Sports,60.87,NONE,0.0,0.0,60.87
CUST_0037,TXN_00189,2026-06-08,Email,CAMP_SEASONAL,Beauty,342.48,CART20,0.2,68.5,273.98
CUST_0348,TXN_00190,2026-06-09,PPC,CAMP_LOYALTY,Fashion,111.34,SEASONAL30,0.3,33.4,77.94
CUST_0221,TXN_00191,2026-08-14,PPC,CAMP_LOYALTY,Home,136.86,WELCOME10,0.1,13.69,123.17
CUST_0084,TXN_00192,2026-07-24,Email,CAMP_FLASH,Fashion,207.51,SEASONAL30,0.3,62.25,145.26
CUST_0325,TXN_00193,2026-07-25,Social,CAMP_FLASH,Sports,249.34,NONE,0.0,0.0,249.34
CUST_0273,TXN_00194,2026-06-16,Social,CAMP_LOYALTY,Sports,205.55,NONE,0.0,0.0,205.55
CUST_0368,TXN_00195,2026-07-17,PPC,CAMP_WELCOME,Electronics,183.6,NONE,0.0,0.0,183.6
CUST_0041,TXN_00196,2026-06-07,Social,CAMP_CART,Beauty,215.58,NONE,0.0,0.0,215.58
CUST_0316,TXN_00197,2026-06-10,PPC,CAMP_FLASH,Home,162.2,FLASH25,0.25,40.55,121.65
CUST_0247,TXN_00198,2026-08-20,Email,CAMP_LOYALTY,Beauty,143.21,FLASH25,0.25,35.8,107.41
CUST_0212,TXN_00199,2026-07-17,PPC,CAMP_LOYALTY,Home,239.77,LOYALTY15,0.15,35.96,203.81
CUST_0367,TXN_00200,2026-08-13,Organic,CAMP_CART,Sports,70.97,FLASH25,0.25,17.74,53.23
CUST_0054,TXN_00201,2026-08-14,Organic,CAMP_SEASONAL,Fashion,288.34,FLASH25,0.25,72.09,216.25
CUST_0072,TXN_00202,2026-07-07,Social,CAMP_LOYALTY,Home,177.37,SEASONAL30,0.3,53.21,124.16
CUST_0295,TXN_00203,2026-08-05,Social,CAMP_SEASONAL,Sports,166.02,NONE,0.0,0.0,166.02
CUST_0239,TXN_00204,2026-06-26,Direct,CAMP_LOYALTY,Fashion,92.76,FLASH25,0.25,23.19,69.57
CUST_0298,TXN_00205,2026-08-23,Organic,CAMP_SEASONAL,Sports,140.37,NONE,0.0,0.0,140.37
CUST_0334,TXN_00206,2026-07-05,Social,CAMP_FLASH,Home,118.89,WELCOME10,0.1,11.89,107.0
CUST_0391,TXN_00207,2026-07-09,Email,CAMP_CART,Sports,100.12,WELCOME10,0.1,10.01,90.11
CUST_0099,TXN_00208,2026-06-20,Organic,CAMP_CART,Sports,110.52,FLASH25,0.25,27.63,82.89
CUST_0060,TXN_00209,2026-07-10,Organic,CAMP_FLASH,Sports,174.51,WELCOME10,0.1,17.45,157.06
CUST_0187,TXN_00210,2026-06-26,Email,CAMP_WELCOME,Electronics,141.14,NONE,0.0,0.0,141.14
CUST_0070,TXN_00211,2026-06-30,PPC,CAMP_SEASONAL,Fashion,103.37,NONE,0.0,0.0,103.37
CUST_0310,TXN_00212,2026-07-20,Social,CAMP_SEASONAL,Sports,163.63,NONE,0.0,0.0,163.63
CUST_0378,TXN_00213,2026-06-15,Organic,CAMP_CART,Sports,121.22,NONE,0.0,0.0,121.22
CUST_0272,TXN_00214,2026-07-13,Organic,CAMP_WELCOME,Beauty,69.38,WELCOME10,0.1,6.94,62.44
CUST_0298,TXN_00215,2026-06-02,Email,CAMP_CART,Beauty,144.51,NONE,0.0,0.0,144.51
CUST_0135,TXN_00216,2026-06-17,Social,CAMP_WELCOME,Sports,234.08,NONE,0.0,0.0,234.08
CUST_0245,TXN_00217,2026-07-12,Social,CAMP_LOYALTY,Electronics,120.25,SEASONAL30,0.3,36.08,84.17
CUST_0293,TXN_00218,2026-07-07,Social,CAMP_SEASONAL,Fashion,165.15,CART20,0.2,33.03,132.12
CUST_0210,TXN_00219,2026-06-30,Email,CAMP_LOYALTY,Sports,131.51,SEASONAL30,0.3,39.45,92.06
CUST_0106,TXN_00220,2026-07-12,Organic,CAMP_LOYALTY,Beauty,20,NONE,0.0,0.0,20.0
CUST_0272,TXN_00221,2026-06-04,Organic,CAMP_CART,Beauty,67.25,CART20,0.2,13.45,53.8
CUST_0098,TXN_00222,2026-07-24,Social,CAMP_SEASONAL,Home,182.9,CART20,0.2,36.58,146.32
CUST_0245,TXN_00223,2026-07-24,Email,CAMP_CART,Sports,128.22,CART20,0.2,25.64,102.58
CUST_0194,TXN_00224,2026-07-23,Email,CAMP_FLASH,Electronics,183.7,LOYALTY15,0.15,27.55,156.15
CUST_0177,TXN_00225,2026-06-07,Organic,CAMP_SEASONAL,Fashion,106.44,NONE,0.0,0.0,106.44
CUST_0103,TXN_00226,2026-08-12,Email,CAMP_CART,Sports,160.58,CART20,0.2,32.12,128.46
CUST_0122,TXN_00227,2026-08-01,Social,CAMP_WELCOME,Electronics,101.4,SEASONAL30,0.3,30.42,70.98
